DateTime,StatusType,Timestamp,TimeDelta,PacketLength,SourceIP,DestinationIP,SourcePort,DestinationPort,Payload
2021-08-25 17:14:41.777220+01:00,SPEED,0.474077,0.003814,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.783283+01:00,THROTTLE,0.48014,0.006063,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.783285+01:00,BRAKE,0.480142,2e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.787234+01:00,SPEED,0.484091,0.003949,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.793479+01:00,THROTTLE,0.490336,0.006245,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.793481+01:00,BRAKE,0.490338,2e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.793482+01:00,CRUISE,0.490339,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.797168+01:00,SPEED,0.494025,0.003686,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.803401+01:00,THROTTLE,0.500258,0.006233,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.803402+01:00,BRAKE,0.500259,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.807227+01:00,SPEED,0.504084,0.003825,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.813372+01:00,THROTTLE,0.510229,0.006145,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.813373+01:00,BRAKE,0.51023,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.817222+01:00,SPEED,0.514079,0.003849,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.823190+01:00,THROTTLE,0.520047,0.005968,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.823191+01:00,BRAKE,0.520048,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.826977+01:00,SPEED,0.523834,0.003786,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.833127+01:00,THROTTLE,0.529984,0.00615,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.833128+01:00,BRAKE,0.529985,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.836986+01:00,SPEED,0.533843,0.003858,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.843182+01:00,THROTTLE,0.540039,0.006196,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.843183+01:00,BRAKE,0.54004,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.843392+01:00,CRUISE,0.540249,0.000209,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.846994+01:00,SPEED,0.543851,0.003602,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.853178+01:00,THROTTLE,0.550035,0.006184,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.853179+01:00,BRAKE,0.550036,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.856984+01:00,SPEED,0.553841,0.003805,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.863139+01:00,THROTTLE,0.559996,0.006155,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.863140+01:00,BRAKE,0.559997,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.866980+01:00,SPEED,0.563837,0.00384,130,172.16.0.101,172.16.0.100,28091,28091,0
